Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Europe & Central Asia,ECS,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,28495641.19506,30326270.13952,32233641.93227,34100075.1386,35003695.35444,36230292.47005,37256258.44165,37903312.52607,38320057.79033,38774159.73239,39247646.19958,39189586.58101,38690352.30102,38302424.97531,38061238.91038,37631359.87141,37767023.10515,38143531.24326,38492686.11242,38597367.10597,..
Europe & Central Asia,ECS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,10941091.75454,10619875.42634,9465526.02881,8385024.44,7996124.04629,8115672.63947,8276829.06385,8332073.35884,..
Europe & Central Asia,ECS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,761014.94853,807076.7706,855432.21903,930735.57899,971596.5813,981333.91761,985306.90559,1004022.73481,988887.64018,1014126.11669,1046233.79566,1049313.11833,1053551.91038,1066027.74003,1041947.49168,1028689.21901,1054367.37368,1051876.74701,1062459.97531,1061901.18866,..
Europe & Central Asia (excluding high income),ECA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,9348488.76989,9069500.97121,9877830.92044,10439290.12263,10607500.56122,10421638.70558,10296942.46747,10361541.00477,..
Europe & Central Asia (excluding high income),ECA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,12222145.20075,13401585.72781,14596338.43857,15797985.94536,16209516.52781,16994849.29621,17723525.06487,18198229.55626,18406982.95601,18581008.00849,18754315.34888,18601867.04239,18313292.51142,18272957.50622,18086067.23754,17795560.36552,17862908.82711,18028989.84567,18158568.50926,18263167.70791,..
Europe & Central Asia (excluding high income),ECA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,5241024.40693,5018228.68343,3940795.66733,2917823.2984,2536117.26046,2572465.69621,2602454.45125,2657677.77908,..
Europe & Central Asia (excluding high income),ECA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,180579.76013,190674.16012,204556.45089,215719.15329,229556.20546,234737.56297,239934.29974,244324.51795,247274.79422,250338.81008,269936.23684,275264.88336,286408.84111,304755.12269,278475.64978,273459.95068,273610.90234,264881.329,263019.76878,262473.99493,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,11253389.94253,10848266.89778,11530771.92044,11998719.12263,12117741.56122,11895902.70558,11731533.46747,11796131.91419,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,14351135.20075,15813890.72781,17197364.43857,18546978.94536,19065854.52781,19986394.29621,20840827.06487,21413326.55626,21772994.95601,21968263.00849,22052367.34888,21708003.04239,21183126.51142,20958455.50622,20593500.23754,20164540.36552,20160351.82711,20275975.84567,20355164.50926,20459763.57035,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,6125286.88645,5846664.68343,4722808.66733,3658691.2984,3259325.26046,3279243.69621,3299516.45125,3354739.73624,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,202818.76013,216296.16012,232901.45089,274412.15329,280196.20546,291079.56297,295669.29974,305633.51795,310733.79422,313826.81008,337642.23684,343692.88336,353724.84111,372038.12269,345044.64978,339303.95068,337196.90234,330527.329,327677.76878,327131.99081,..
European Union,EUU,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,11587415.06001,11979452.13585,12047476.37046,11992255.32925,12004483.67837,12071550.53312,12108559.31432,12108559.13183,..
European Union,EUU,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,16180549.83905,16812411.91722,17492588.19067,18128170.59742,18604240.3956,19052219.79559,19347755.33085,19525464.63869,19731049.83432,20003968.83534,20295673.33069,20373855.50998,20145038.7896,19769338.68613,19695022.72359,19544241.90752,19589999.12151,19773238.77388,19969131.10316,19969130.86893,..
European Union,EUU,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,5671277.42621,5566674.4703,5485276.12189,5424325.06893,5408679.80873,5484756.99039,5605947.6126,5605947.57243,..
European Union,EUU,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,568409.35259,601686.64077,636277.3239,700317.8941,726625.14721,730632.81933,728151.42556,741096.13169,721337.04856,741426.15343,752209.87332,748527.73417,741121.37968,735994.53323,738421.53898,730132.07837,754898.881,760195.89673,771558.70652,771558.6922,..
Faroe Islands,FRO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,12779,12783,12717,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,163,163,162,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,228273,223519,219370,215196,211056,207313,..,..
Finland,FIN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,270185,279628,283805,291664,299888,305996,308966,309163,309648,296691,303554,308336,308924,309009,306080,302478,297163,295528,294516,..,..
Finland,FIN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,60051,62257,63239,62440,65602,68582,..,..
Finland,FIN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,19750,20631,21004,19846,21207,21581,22145,21899,21557,20792,20502,20895,20195,20593,20283,19869,19527,18870,18621,..,..
Fragile and conflict affected situations,FCS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,6263589.98384,..,6809812.37306,6903947.02532,6874907.08724,7012073.35086,..,..,..
Fragile and conflict affected situations,FCS,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,3792374.61576,4299282.77834,4720386.49796,5041886.56277,5397015.41384,6001590.92807,6505923.70786,6948657.65677,7533662.35334,7798663.33225,8058375.7119,8370345.74002,8673640.29614,8962775.59108,9348386.71675,9493542.04087,9416601.07216,9532574.8258,..,..,..
Fragile and conflict affected situations,FCS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,607964.67297,..,654352.91852,690176.12403,719731.98255,728707.41486,..,..,..
Fragile and conflict affected situations,FCS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,30875.11255,35691.76488,40825.27838,47258.28923,51951.43226,54314.40431,57444.7235,61232.76357,61562.10386,62166.74909,65652.79476,67247.66477,69031.32922,71975.27477,75650.74289,78881.15116,89271.94532,82878.21509,..,..,..
France,FRA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,931748,961447,991175,1025434,1041756,1058491,..,..
France,FRA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,2015344,2031743,2029179,2119149,2160300,2187383,2201201,2179505,2164538,2172855,2245097,2259448,2296306,2338135,2388880,2424158,2480186,2532831,2618729,..,..
France,FRA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,831956,854784,868904,890359,922890,989085,..,..
France,FRA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,94327,94164,95877,97709,101309,82696,69831,71621,70030,71718,71356,71121,70581,69535,68938,68607,67679,66855,66096,..,..
French Polynesia,PYF,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,9070,..,10076,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,1530,..,..,..,..,..,3312,5358,5001,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,97438,104809,109424,106130,109128,108722,111058,..
Georgia,GEO,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,137046,140627,149142,155453,155058,174255,144991,141303,129926,95225,105696,110557,99376,112746,120923,127633,136709,144337,147785,151226,..
Georgia,GEO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,10551,10836,12471,23069,26410,30284,33940,..
Georgia,GEO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,1907,1667,1709,1765,1804,1794,1112,496,786,1588,2986,3825,4266,3213,3213,3410,3765,4076,3977,3512,..
Germany,DEU,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,1635906.87396,1734826.6038,1792434,1832459,1859807,1872666,..,..
Germany,DEU,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,2780012.87396,2912203.43479,2977781,3043084,3091694,3127927,..,..
Germany,DEU,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,930366,962201,988753,1013268,1033258,1054512,..,..
Germany,DEU,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,200400,208500,213200,214700,196200,197000,198300,200400,..,..
Ghana,GHA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,201536,228326,227868,232919,248704,250733,289575,..
Ghana,GHA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,119559,110184,140017,190273,203376,..,285862,295344,354818,402142,417534,422122,443978,443693,496148,..
Ghana,GHA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,20834,27109,23009,22561,23498,25995,29110,..
Ghana,GHA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,226,123,571,281,409,..,721,867,1241,1221,1362,1846,1896,2169,2373,..
Gibraltar,GIB,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Global Partnership for Education,FTI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,11282402.89217,11964192.12463,12870895.83039,13111881.701,13540935.51249,13850191.54156,14279555.86424,14855612.39691,..
Global Partnership for Education,FTI,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,5762599.71927,6419156.82709,6865258.93834,7314340.01639,7993387.37715,8975771.40032,9602462.57302,10400603.97484,11174574.89303,12365261.63791,13698791.26828,14827923.46686,15618968.2424,16360721.69604,17284714.97108,17587098.5627,17807503.61653,18076524.48624,18535716.88085,19187627.33402,..
Global Partnership for Education,FTI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1566012.69898,1628362.94783,1711394.32586,1775162.69628,1798194.83149,1807953.80301,1829813.49979,1905271.70074,..
Global Partnership for Education,FTI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,39896.23089,42021.22818,46839.13363,53191.74113,61469.79069,66176.77906,69322.6954,77654.92401,77436.74475,82812.15628,90579.56293,97864.32896,107791.21486,114694.63493,123921.33677,131876.17681,144771.16492,146212.53494,155336.15418,149971.38376,..
Greece,GRC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,588201,598990,..,618544,634024,659535,..,..
Greece,GRC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,422317,478205,529233,561468,597007,646587,653003,602858,..,..,641844,660741,663698,659284,677429,..,709488,735027,766874,..,..
Greece,GRC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,48072,54558,..,57492,72321,78118,..,..
Greece,GRC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,2096,11180,13725,19321,18907,22314,22483,21698,..,..,22705,22628,23447,23011,23881,..,33452,28682,29221,..,..
Greenland,GRL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6936,7231,7197,7365,..,..
Grenada,GRD,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,6689,..,..,..,..,..,9236,9091,9182,9260,..,..
Grenada,GRD,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78,78,226,193,..,..
Grenada,GRD,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,12,12,12,10,..,..
Guam,GUM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210247,247096,..,..,..,..,..
Guatemala,GTM,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,111739,..,..,..,..,233885,..,216884,233333,250543,264045,313457,298761,366674,..,..,..,..,..
Guatemala,GTM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14224,18537,..,..,..,..,..
Guatemala,GTM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,702,881,..,..,..,..,..
Guinea,GIN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,88501,92317,..,..,91928,..,..,..
Guinea,GIN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,17218,23788,42711,68261,80222,83887,98528,103192,101173,109454,117943,..,..,..,..,..,..
Guinea,GIN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,8957,10699,..,..,10874,..,..,..
Guinea,GIN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,1326,2334,..,..,721,..,..,..
Guinea-Bissau,GNB,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,3122,3689,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,4848,6933,7278,7370,7532,7306,7124,7939,8367,8857,..,..,..,..,..,..,..,..
Guyana,GUY,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,3713536.87331,4003514.46833,4235169.15975,4364800.92748,4433186.0277,4623982.26006,4779339.95271,4828315.54329,..
Heavily indebted poor countries (HIPC),HPC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,1414313.97809,1592705.25389,1781268.07587,1950737.25404,2176428.73379,2410733.26575,2680725.82458,2936587.39656,3314592.03803,3744541.54324,4224244.16391,4509397.10455,4880501.86002,5283172.10327,5606794.08206,5792268.81025,5823644.00137,6008921.89918,6182331.62537,6253196.68498,..
Heavily indebted poor countries (HIPC),HPC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,439617.29167,460387.76303,509961.12158,517596.42586,543831.54221,569502.78668,587695.56126,602118.68923,..
Heavily indebted poor countries (HIPC),HPC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,15584.89681,14044.43765,15378.92264,15896.31034,19100.93851,20980.85237,22321.74335,24043.45914,22495.79422,22991.49973,24317.20305,25749.43377,28681.3628,34910.52152,39398.20359,42595.15373,55796.57428,52797.43464,56100.95567,58727.29465,..
High income,HIC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,31683070.85027,31690985.07736,32091514.29542,32203722.99579,32027363.41287,31982598.24261,32033404.724,31958109.19175,31174072.87723,..
High income,HIC,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,40922556.95925,42290859.9711,45618407.79526,47275611.71921,48287246.29184,48965321.63488,50073618.37724,50811678.31104,51725967.43474,53092519.70284,55125511.72831,56282036.65666,56434281.55319,55448456.7379,55381348.24282,55047212.98473,54930687.7309,54772285.58693,54721181.10629,53670627.37396,..
High income,HIC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,9781148.04004,9738972.30585,9510678.0302,9455618.90578,9425843.83898,9451571.56309,9653255.59237,9861188.43354,9769449.96298,..
High income,HIC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,1059480.3163,1106616.87691,1170993.46408,1229297.71744,1339005.39448,1357802.75736,1372615.56389,1403903.87369,1458620.68694,1482381.14414,1527723.95311,1553734.08801,1554392.63006,1456802.94279,1464769.01701,1464142.17203,1495815.61501,1462273.16346,1482286.58005,1461356.07875,..
Honduras,HND,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,168068,171253,180545,189008,220747,238509,..,..
Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,90620,..,..,119877,122874,..,..,..,147740,..,169878,..,174935,183722,185876,195469,205797,244548,266908,..,..
Honduras,HND,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,4932,4830,5012,5790,16676,18076,..,..
Honduras,HND,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,1543,..,..,41,42,..,..,..,..,..,78,..,30,58,98,57,35,492,..,..,..
"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,141870.082,150918.064,158841.999,163112.191,162430.025,162460.204,162103,..
"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,146039,147724,152294,155324,194236,252615,254273,264761,270512,269838,300395.049,304885.783,298642.69,300316.094,300223.38,298196.724,297934.01499,..
"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,49758.882,50899.034,50629.172,49307.456,49624.007,50366.018,52640.014,..
"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,4449,5235,5253,5508,7656,7707,7153,7953,8031,8207,7985.091,8425.686,8625.523,8852.447,10087.345,10285.506,10697.001,..
Hungary,HUN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,237647,228535,214737,199956,187345,183509,..,..
Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,307071,330549,354386,390453,422177,436012,438702,431572,413715,397679,388950,381927,380757,359040,329455,307729,295328,287018,283350,..,..
